YEAR,ALABAMA,ALASKA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,FLORIDA,GEORGIA,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW-HAMPSHIRE,NEW-JERSEY,NEW-MEXICO,NEW-YORK,NORTH-CAROLINA,NORTH-DAKOTA,OHIO,OKLAHOMA,OREGON,PENNSYLVANIA,RHODE-ISLAND,SOUTH-CAROLINA,SOUTH-DAKOTA,TENNESSEE,TEXAS,UTAH,VERMONT,VIRGINIA,WASHINGTON,WEST-VIRGINIA,WISCONSIN,WYOMING,US-AVG,MEAN,STDDEV,POP1STDDEV,2XSTDDEV,POP2STDDEV,CV,MI-DIFF,FL-DIFF,TX-DIFF
1996,10.39082612,7.413509061,8.514001807,8.725099602,9.147374365,4.708344232,4.825901038,4.275862069,7.479166667,8.567931457,3.378378378,3.616484441,9.951886554,7.190549563,1.858345021,6.609642302,5.870236869,17.51321535,2.011263073,11.59305994,2.577150361,7.525536794,3.585229712,11.08247423,8.079865647,3.868031854,2.905569007,13.724267,1.721170396,4.231347021,11.50029189,7.440197965,8.452819883,2.173913043,4.81517945,6.755528628,4.026217228,5.690112807,2.525252525,8.975398756,1.229508197,9.454887218,7.721664575,3.15,1.867572156,7.490636704,4.608711368,3.778751369,3.953488372,3.326403326,722,6.2376,3.4415,70%,6.883,96%,55%,1.288,2.6523,1.4841
1997,9.863394304,8.866995074,8.232711306,9.908838684,7.992438329,4.032879527,3.79204893,3.005464481,6.905964242,7.520705317,3.959561921,3.223140496,9.213180901,7.332878581,1.823281907,5.780346821,5.834186285,15.67095588,2.012882448,9.854731056,1.945080092,7.765500307,2.752880922,13.10875137,7.88596816,4.778156997,3.017501509,11.15086464,1.36402387,4.18477586,7.74566474,6.026354965,8.269360269,0.936037441,4.675487216,6.903828761,2.929386371,5.865224626,2.532928065,8.35106383,1.35501355,9.519374069,6.826482844,2.428363283,1.528013582,7.246807247,4.349376114,4.129955947,3.965183752,3.541666667,759,5.8381,3.2477,66%,6.4953,96%,56%,1.9274,3.0852,0.9884
1998,8.134191176,6.67752443,8.053116299,7.919621749,6.645850553,4.60841098,4.123396457,2.822580645,6.482971306,8.086888249,2.011735122,2.92921074,8.368617684,7.696219698,1.886792453,6.58044884,6.021341463,12.81757839,2.090032154,9.990262902,2.017244184,7.344402567,2.560846561,11.44622093,7.335907336,2.045454545,3.066746843,9.730967373,1.518987342,4.004929144,10.93839954,5.083906465,8.11025709,1.097178683,3.952181283,6.095010457,3.839122486,5.274560453,2.429149798,7.977059437,1.35501355,8.469895047,6.811740891,3.095238095,2.199661591,6.214106906,3.937423097,4.3070127,3.637059724,4.781704782,721,5.4925,2.8905,66%,5.781,96%,53%,1.8519,2.9316,1.3193
1999,7.894986157,8.393866021,8.036277094,5.604825323,6.049155772,4.560994425,3.260176397,3.184975409,5.684508833,7.485645024,3.711523521,1.997283694,7.74217805,6.579278369,1.498564341,6.028517904,5.125194877,10.70439738,1.995147801,8.991355537,1.975654431,7.045983916,2.805984201,7.693366259,6.565066022,2.492129967,3.601380049,9.119785901,1.498583838,3.524321255,9.770990962,4.962465243,7.214942145,1.578118441,3.526802903,6.879004563,2.653676518,4.93579465,3.633357858,6.639668778,2.455216175,7.130436844,6.071599676,2.065886763,2.863206117,5.703550402,2.970626755,4.372061311,3.409234187,2.293568417,695,5.0396,2.4415,60%,4.883,98%,48%,2.0064,2.2336,1.032
2000,7.398079647,4.306687169,6.99718865,6.284132565,6.137876728,3.115365471,2.877642917,3.190403267,5.649972739,7.952161944,2.888892374,1.236520956,7.230685354,5.789011896,1.571938036,6.286224836,4.775136827,12.5308348,1.176541642,8.118590326,1.968783907,6.731436028,3.069430726,8.964170737,6.20173216,2.216815655,3.68149139,6.455626078,1.780243505,3.434608734,7.421472574,5.016742588,6.957115471,0.622858922,3.681800806,5.274362483,2.045946702,4.901859401,4.292586512,7.253218585,0.927343928,7.206532001,5.937131627,1.925514818,1.478252443,5.665030024,3.32534741,2.543763797,3.150824761,2.430222244,669,4.6415,2.4976,62%,4.9952,98%,54%,2.0899,1.5721,1.2956
2001,8.480811437,6.1550116,7.537263288,5.492266666,6.375637228,3.565795356,3.057122776,2.887274526,5.337948969,7.114239579,2.607935949,2.271720488,7.843308272,6.740938864,1.705339794,3.404727761,4.448468547,11.20713105,1.479209324,8.280606356,2.233968697,6.715791885,2.387384179,9.861060456,6.598893195,3.755320958,2.499943315,8.580736628,1.349893081,3.947778411,5.407073435,5.030299696,6.153954891,1.099677951,3.968468237,5.332062093,2.418351139,5.291347614,3.68042927,8.123826815,0.923088284,7.357292016,6.232750267,2.940257479,1.141965943,5.057838608,2.986623597,2.22101917,3.551644143,1.822770043,672,4.6933,2.5038,68%,5.0077,96%,53%,2.0225,2.3059,1.5395
2002,6.765059961,5.144337643,7.112499713,5.247078264,6.842468882,3.976848963,2.428737516,3.22602659,5.457802054,7.092692479,1.934449564,2.680318422,7.635196811,5.879569843,1.498719276,2.876351194,4.670129898,13.24786783,1.081169578,9.411937382,2.693948737,6.750822271,2.228948428,9.209089232,5.838212033,1.757523298,2.778478829,8.350807745,0.941615891,3.953236593,8.207148426,4.750632804,6.597783241,0.788754257,4.61051694,4.670888615,2.045248278,5.061308752,3.837779854,7.261615539,1.446536662,7.254141597,5.989807666,2.026920086,2.108992745,5.323944895,3.032770403,3.158097695,2.83104264,3.007036465,678,4.6545,2.6056,68%,5.2111,98%,56%,2.0964,2.4255,1.3353
2003,6.638947396,6.015919047,7.904327879,6.598787143,6.787410957,4.068050346,3.211966871,2.56671629,5.435555984,7.57221263,1.761754708,1.901927823,7.075609489,5.451990146,1.699537998,4.587516231,4.395135823,12.99607336,1.222115711,9.524137793,2.180564103,6.070005011,2.507813716,9.262490659,5.053150753,3.26741505,3.223067958,8.785986307,1.319153724,4.697762615,6.174935935,4.861437325,6.008651984,1.420903063,4.598834729,5.874855874,1.907791927,5.230074366,2.323238706,7.303415202,1.307351893,6.774780299,6.433406954,2.550891345,2.421921294,5.648118932,2.968376354,4.029943029,3.342899262,2.788228101,612,4.7551,2.5174,68%,5.0348,98%,53%,1.3149,2.2472,1.6783
2004,5.61279452,5.625194791,7.212695599,6.4,6.673727649,4.367836124,2.857987188,3.373213552,5.441337948,6.873639078,2.614640083,2.221999226,6.135926827,5.075052152,1.4900586,4.462820861,5.697957548,12.73663458,1.368836907,9.368259259,2.66879671,6.363686568,2.217187876,7.825513795,6.146332723,3.236525266,2.288717083,7.372804126,1.30852876,4.513442806,8.880686661,4.610821988,6.229166833,1.257252777,4.419158783,5.278773145,2.506012341,5.244273838,2.407594665,6.812943258,2.206013073,6.057728627,6.06989754,1.900270499,2.575523193,5.212975443,3.061037408,3.751624785,2.798202536,2.174398631,643,4.6601,2.3723,70%,4.7445,98%,51%,1.7036,2.4429,1.4098
2005,8.222803681,4.824704901,7.475213787,6.809073577,6.92313388,3.709823204,2.999399263,4.395651394,4.969554864,6.175710122,1.884898663,2.448636354,6.031917303,5.681438247,1.348834135,3.675170259,4.553507063,9.983735386,1.441337561,9.875484807,2.766824899,6.227209182,2.243141303,7.357754661,6.933780499,1.92567535,2.502612101,8.539564507,1.453912133,4.791368642,7.476693744,4.524811681,6.745491677,1.890940034,5.143546353,5.277354617,2.19848409,6.094145847,3.166976999,7.393570843,2.322931333,7.236710101,6.136465574,2.248694352,1.285373891,6.054735603,3.258157831,4.520190091,3.726723356,2.751583143,629,4.7525,2.322,60%,4.644,96%,49%,1.4747,2.5094,1.384
2006,8.001687312,5.372709323,8.530212033,7.506567357,6.829861217,3.597442408,3.908914865,4.921052262,6.241055777,6.557068226,1.633608143,2.182118223,6.078567827,5.733726986,1.911414329,4.594665485,4.208199856,13.10705243,1.740349008,9.722694853,2.920527627,7.161505216,2.457857897,7.971029431,6.332674564,3.599285224,2.997176434,9.056196101,0.988672099,4.894229623,7.060271698,4.786031501,6.097213291,1.258124734,4.695937604,5.811335009,2.377891232,6.020599776,2.529013404,8.400349066,3.70882406,6.955020722,5.895919662,2.039165307,2.243920578,5.272878667,3.080147309,4.509285278,2.969491979,2.524252239,723,4.9799,2.5125,64%,5.0251,98%,50%,2.1816,2.522,0.916
2007,8.470454213,6.43766149,8.661006775,7.090454802,6.182766687,3.188306526,3.226442898,4.509900967,6.58585281,7.65866052,1.870050211,3.267969497,5.850979899,5.57894211,1.338667477,3.926517212,5.139722653,14.69764772,1.518364236,9.860556776,2.914839401,6.582721577,2.231790275,6.989209551,6.243179497,2.40118347,3.944615346,7.523246051,0.911973297,4.386409269,9.442031763,4.16629335,6.467254503,2.188474555,4.613271379,6.164791796,1.974673478,5.911785543,1.796126417,8.258258429,3.893425637,6.578179059,5.940333947,2.230345552,2.092541859,5.38116057,2.689990638,3.642313752,3.284752323,4.016601955,663,4.9985,2.6605,68%,5.321,98%,53%,1.5843,2.7667,0.9419
2008,7.632340944,3.923705722,6.985284897,5.718741152,5.855599442,3.160957795,3.768271836,6.505282403,6.345026818,6.702524831,2.019447277,1.5057224,6.151232808,5.040457498,2.571821454,4.039501318,4.710896701,12.15317129,2.349034736,8.71231768,2.552113937,5.538623098,2.083904097,7.958609787,7.655714462,3.408967651,3.872164692,6.30788922,1.059104058,4.340098423,7.549969473,4.294272965,6.542567676,0.779519224,4.779637046,5.817742743,2.246899345,5.626128409,2.942566792,6.817253202,4.598946965,6.602081643,5.636864932,1.466628877,2.737304142,4.746374283,2.93935203,3.691718374,2.594351776,2.251487389,554,4.7058,2.2703,68%,4.5406,98%,48%,0.8328,2.6219,0.9311
2009,6.838393886,3.14972805,5.761261219,6.194950596,5.335257633,3.164337794,3.012828967,4.632129808,5.486037872,5.758346219,1.775817687,1.552593122,5.98741682,4.857457747,1.263358352,4.43459452,4.265071406,11.7762923,1.972235476,7.720005236,2.623761543,6.248917347,1.405184066,6.571824623,6.463379195,3.282088311,2.282064255,5.902193838,0.830455052,3.663407918,9.852358918,3.996632185,5.212728353,1.855161368,4.565677971,6.346537205,2.300258492,5.267848267,3.038333322,6.686775225,3.692839461,7.432991109,5.366733082,1.400574307,1.286670098,4.693888684,2.851057029,4.615950196,2.581889214,2.021055726,623,4.3855,2.2741,68%,4.5483,96%,52%,1.8634,2.9804,0.9812
2010,5.711612524,4.364777094,6.398606262,4.732643373,4.85586014,2.386067276,3.637282368,5.345604465,5.249634201,5.759909031,1.764315398,1.339642838,5.502456933,4.50353049,1.280218491,3.504937405,4.309384295,11.24990404,1.806737777,7.447754866,3.207267852,5.736752856,1.809980345,7.009746581,7.012942385,2.627815426,2.956731519,5.850657884,0.987489271,4.219796099,6.895952222,4.468961924,4.991881376,1.486787661,4.126033329,5.198127288,2.375313032,5.172259464,2.75516903,6.053577621,2.824928149,5.625497845,4.967079478,1.917590638,1.1186737,4.611909676,2.260377662,3.34593636,2.72552104,1.419380937,567,4.1382,2.0438,68%,4.0877,98%,49%,1.5985,2.3282,0.8289
