Year,State, Population , Total Homicides , Total Checks , Background Check Rate , Homicide Rate ,F-Homicide Rate,Firearm Death Rate,,,,,,,,, -   , 300 ,,0
2009,Kansas," 2,818,747.00 ", 125.00 ," 142,984.00 "," 5,073 ", 4.43 , 3.12 , 10.22 ,,,,,,,,,,,,
2009,Iowa," 3,007,856.00 ", 38.00 ," 120,233.00 "," 3,997 ", 1.26 , -   , 5.32 ,,,,,,,,,,,,
2009,Nevada," 2,643,085.00 ", 156.00 ," 107,343.00 "," 4,061 ", 5.90 , 3.52 , 14.68 ,,,,,,,,,,,,
2009,New Mexico," 2,009,671.00 ", 198.00 ," 106,854.00 "," 5,317 ", 9.85 , 4.13 , 13.68 ,,,,,,,,,,,,
2009,Montana," 974,989.00 ", 32.00 ," 101,976.00 "," 10,459 ", 3.28 , 1.64 , 15.59 ,,,,,,,,,,,,
2009,Idaho," 1,545,801.00 ", 24.00 ," 99,243.00 "," 6,420 ", 1.55 , -   , 11.39 ,,,,,,,,,,,,
2009,Massachusetts," 6,593,587.00 ", 173.00 ," 98,864.00 "," 1,499 ", 2.62 , 1.59 , 2.94 ,,,,,,,,,,,,
2009,Maryland," 5,699,478.00 ", 440.00 ," 95,191.00 "," 1,670 ", 7.72 , 5.44 , 10.11 ,,,,,,,,,,,,
2009,New Hampshire," 1,324,575.00 ", 11.00 ," 76,102.00 "," 5,745 ", 0.83 , -   , 6.19 ,,,,,,,,,,,,
2009,South Dakota," 812,383.00 ", 30.00 ," 63,748.00 "," 7,847 ", 3.69 , -   , 7.26 ,,,,,,,,,,,,
2009,Maine," 1,318,301.00 ", 26.00 ," 60,955.00 "," 4,624 ", 1.97 , -   , 8.04 ,,,,,,,,,,,,
2009,Alaska," 698,473.00 ", 22.00 ," 60,780.00 "," 8,702 ", 3.15 , 2.15 , 13.03 ,,,,,,,,,,,,
2009,Nebraska," 1,796,619.00 ", 41.00 ," 59,328.00 "," 3,302 ", 2.28 , 1.73 , 6.46 ,,,,,,,,,,,,
2009,New Jersey," 8,707,739.00 ", 319.00 ," 55,533.00 ", 638 , 3.66 , 2.52 , 4.50 ,,,,,,,,,,,,
2009,Wyoming," 544,270.00 ", 11.00 ," 51,395.00 "," 9,443 ", 2.02 , -   , 15.07 ,,,,,,,,,,,,
2009,North Dakota," 646,844.00 ", 12.00 ," 47,962.00 "," 7,415 ", 1.86 , -   , 6.96 ,,,,,,,,,,,,
2009,Vermont," 621,760.00 ", 8.00 ," 23,085.00 "," 3,713 ", 1.29 , -   , 8.52 ,,,,,,,,,,,,
2009,Delaware," 885,122.00 ", 41.00 ," 20,530.00 "," 2,319 ", 4.63 , 4.07 , 7.80 ,,,,,,,,,,,,
2009,Rhode Island," 1,053,209.00 ", 32.00 ," 14,799.00 "," 1,405 ", 3.04 , 1.33 , 5.03 ,,,,,,,,,,,,
2009,Hawaii," 1,295,178.00 ", 23.00 ," 10,511.00 ", 812 , 1.78 , -   , 2.39 ,,,,,,,,,,,,
,,,,," 3,969 ", (0.066), (0.09), 0.49 ,,,,,,,,,,,,
,,,,," 3,862 ", 1.54237 ,, 14.92519 ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,, r , (0.0655),, 0.4863 ,,,,,,,,,,,,
,,,,, r-squared , 0.0043 ,, 0.2365 ,,,,,,,,,,,,
,,,,, n , 550.00 ,, 550.00 ,,,,,,,,,,,,
,,,,, SE , 0.0425 ,, 0.0326 ,,,,,,,,,,,,
,,,,, r/SE , 1.5424 ,, 14.9252 ,,,,,,,,,,,,
